iucn_sid,sciname,main_common_name,published_year,old_cat,criteria,cat,cat_score,iucn_version
16474,Pegasus lancifer,Sculptured Dragonfish,2016,LC,NA,LC,0,2020-3
16475,Pegasus laternarius,Brick Seamoth,2017,DD,NA,DD,NA,2020-3
16476,Pegasus volitans,Longtail Seamoth,2016,DD,NA,DD,NA,2020-3
16477,Pegasus volitans Philippines stock,NA,1996,VU,A2d,VU,0.4,2020-3
16478,Pegasus volitans South China Sea stock,NA,1996,VU,A2d,VU,0.4,2020-3
16503,Pelochelys bibroni,Southern New Guinea Giant Softshell Turtle,2020,VU,A2d+4d,VU,0.4,2020-3
16564,Peponocephala electra,Melon-headed Whale,2019,LC,NA,LC,0,2020-3
16781,Petromyzon marinus,Sea Lamprey,2013,LC,NA,LC,0,2020-3
16869,Phallodriloides macmasterae,NA,2014,DD,NA,DD,NA,2020-3
16870,Phallostethus dunckeri,NA,2020,VU,B1ab(iii),VU,0.4,2020-3
17013,Phoca vitulina,Harbor Seal,2016,LC,NA,LC,0,2020-3
17014,Phoca vitulina ssp. stejnegeri,Kuril Seal,2016,DD,NA,DD,NA,2020-3
17020,Phoca vitulina ssp. vitulina,Eastern Atlantic Harbour Seal,2016,LC,NA,LC,0,2020-3
17021,Phoca vitulina ssp. concolor,Western Atlantic Harbor Seal,2016,LC,NA,LC,0,2020-3
17022,Phoca vitulina ssp. richardii,North Pacific Harbor Seal,2016,LC,NA,LC,0,2020-3
17023,Phoca largha,Spotted Seal,2016,LC,NA,LC,0,2020-3
17026,Phocarctos hookeri,New Zealand Sea Lion,2015,EN,A4bd,EN,0.6,2020-3
17027,Phocoena phocoena,Harbor Porpoise,2020,LC,NA,LC,0,2020-3
17028,Phocoena sinus,Vaquita,2017,CR,A2a+4d; C1+2a(ii); D; E,CR,0.8,2020-3
17029,Phocoena spinipinnis,Burmeister's Porpoise,2018,NT,NA,NT,0.2,2020-3
17030,Phocoena phocoena ssp. relicta,Black Sea Harbour Porpoise,2008,EN,A1d+4cde,EN,0.6,2020-3
17031,Phocoena phocoena Baltic Sea subpopulation,Harbour Porpoise,2008,CR,C2a(ii),CR,0.8,2020-3
17032,Phocoenoides dalli,Dall's Porpoise,2018,LC,NA,LC,0,2020-3
17096,Phycodurus eques,Leafy Seadragon,2017,LC,NA,LC,0,2020-3
17177,Phyllopteryx taeniolatus,Weedy Seadragon,2017,LC,NA,LC,0,2020-3
17245,Physiculus helenaensis,St Helena mora,2015,DD,NA,DD,NA,2020-3
17595,Plecoglossus altivelis ssp. ryukyuensis,Ryukyu Ayu-fish,1996,EN,"A1ac, B2abce+3abc",EN,0.6,2020-3
17604,Plectranthias chungchowensis,NA,1996,VU,D2,VU,0.4,2020-3
17710,Pleuronectes ferrugineus,Yellowtail Flounder,1996,VU,A1bd,VU,0.4,2020-3
17974,Ponapella pihapiha,NA,1996,DD,NA,DD,NA,2020-3
17977,Pontinus nigropunctatus,Deepwater Jack,2015,LC,NA,LC,0,2020-3
17978,Pontoporia blainvillei,Franciscana,2017,VU,A3d,VU,0.4,2020-3
18145,Priolepis robinsi,Goby,2010,LC,NA,LC,0,2020-3
18175,Pristis pectinata,Smalltooth Sawfish,2013,CR,A2cd,CR,0.8,2020-3
18374,Protemblemaria punctata,Warthead Blenny,2015,LC,NA,LC,0,2020-3
18376,Proterorhinus marmoratus,Tubenose Goby,2014,LC,NA,LC,0,2020-3
18383,Prototroctes maraena,Australian Grayling,2019,VU,"B2b(i,ii,iii,iv,v)c(iv)",VU,0.4,2020-3
18428,Psephurus gladius,Chinese Paddlefish,2010,CR,A2cd; C2a(i); D,CR,0.8,2020-3
18510,Pseudochromis pesi,Pale Dottyback,1996,VU,D2,VU,0.4,2020-3
18546,Pseudomugil majusculus,Cape Blue-eye,2020,DD,NA,DD,NA,2020-3
18596,Pseudorca crassidens,False Killer Whale,2018,NT,NA,NT,0.2,2020-3
18878,Pungitius pungitius,Ninespine Stickleback,2013,LC,NA,LC,0,2020-3
19037,Quadrasiella clathrata,NA,1996,DD,NA,DD,NA,2020-3
19038,Quadrasiella mucronata,NA,1996,DD,NA,DD,NA,2020-3
19301,Ranella olearia,NA,1996,LR/nt,NA,NT,0.2,2020-3
19302,Ranella parthenopaeum,NA,1996,LR/nt,NA,NT,0.2,2020-3
19387,Redigobius dewaali,Checked Goby,2016,LC,NA,LC,0,2020-3
19388,Redigobius bikolanus,Speckled Goby,2019,LC,NA,LC,0,2020-3
19488,Rhincodon typus,Whale Shark,2016,EN,A2bd+4bd,EN,0.6,2020-3
19735,Kryptolebias marmoratus,Mangrove Rivulus,2019,LC,NA,LC,0,2020-3
19798,Parasaccogaster melanomycter,Black-nosed Brotula,2015,DD,NA,DD,NA,2020-3
19855,Salmo salar,Atlantic Salmon,1996,LR/lc,NA,LC,0,2020-3
19875,Salvelinus confluentus,Bull Trout,1996,VU,A2e,VU,0.4,2020-3
19896,Sanopus astrifer,Whitespotted Toadfish,2020,VU,B1ab(iii)+2ab(iii),VU,0.4,2020-3
19897,Sanopus greenfieldorum,Whitelined Toadfish,2015,VU,B1ab(iii)+2ab(iii),VU,0.4,2020-3
19898,Sanopus reticulatus,Reticulated Toadfish,2015,EN,B1ab(iii),EN,0.6,2020-3
19899,Sanopus splendidus,Splendid Toadfish,2015,EN,B2ab(iii),EN,0.6,2020-3
19938,Scaevatula amancicoi,NA,1996,DD,NA,DD,NA,2020-3
19939,Scaevatula pellisserpentis,NA,1996,DD,NA,DD,NA,2020-3
19950,Scarus guacamaia,Rainbow Parrotfish,2012,NT,NA,NT,0.2,2020-3
20047,Scomberomorus concolor,Monterrey Spanish Mackerel,2011,VU,A4cd,VU,0.4,2020-3
20084,Sebastes fasciatus,Redfish,1996,EN,A1bd,EN,0.6,2020-3
20085,Sebastes paucispinus,Bocaccio Rockfish,1996,CR,A1abd+2d,CR,0.8,2020-3
20268,Siphonaria compressa,NA,1996,CR,B1+2c,CR,0.8,2020-3
20314,Solegnathus dunckeri,Duncker's Pipefish,2017,DD,NA,DD,NA,2020-3
20315,Solegnathus hardwickii,Hardwicke's Pipehorse,2017,DD,NA,DD,NA,2020-3
20316,Solegnathus lettiensis,Günther's Pipehorse,2017,DD,NA,DD,NA,2020-3
20317,Solegnathus robustus,Robust Pipehorse,2017,LC,NA,LC,0,2020-3
20318,Solegnathus spinosissimus,Australian Spiny Pipehorse,2017,DD,NA,DD,NA,2020-3
20425,Sousa teuszii,Atlantic Humpback Dolphin,2017,CR,A3cd+4cd; C2a(i),CR,0.8,2020-3
20724,Stegastes sanctaehelenae,NA,2015,LC,NA,LC,0,2020-3
20729,Stenella attenuata,Pantropical Spotted Dolphin,2018,LC,NA,LC,0,2020-3
20730,Stenella clymene,Clymene Dolphin,2018,LC,NA,LC,0,2020-3
20731,Stenella coeruleoalba,Striped Dolphin,2019,LC,NA,LC,0,2020-3
20732,Stenella frontalis,Atlantic Spotted Dolphin,2018,LC,NA,LC,0,2020-3
20733,Stenella longirostris,Spinner Dolphin,2018,LC,NA,LC,0,2020-3
20738,Steno bredanensis,Rough-toothed Dolphin,2019,LC,NA,LC,0,2020-3
20795,Stereolepis gigas,Giant Sea Bass,2004,CR,A1bd,CR,0.8,2020-3
20855,Stiphodon surrufus,NA,2019,LC,NA,LC,0,2020-3
20861,Sander marinus,Estuarine Perch,2020,LC,NA,LC,0,2020-3
21257,Syngnathus abaster,Black-striped Pipefish,2016,LC,NA,LC,0,2020-3
21308,Tachypleus gigas,Horseshoe Crab,1996,DD,NA,DD,NA,2020-3
21309,Tachypleus tridentatus,Tri-spine Horseshoe Crab,2019,EN,A4bcd,EN,0.6,2020-3
21326,Taenioides jacksoni,Bearded Eelgoby,1996,LR/nt,NA,NT,0.2,2020-3
21341,Takifugu niphobles,Grass Puffer,2014,LC,NA,LC,0,2020-3
21342,Takifugu poecilonotus,Finepatterned Puffer,2014,LC,NA,LC,0,2020-3
21343,Takifugu xanthopterus,Yellowfin Puffer,2014,LC,NA,LC,0,2020-3
21500,Tasmacetus shepherdi,Shepherd's Beaked Whale,2018,DD,NA,DD,NA,2020-3
21560,Teinostoma fernandesi,NA,1996,DD,NA,DD,NA,2020-3
21561,Teinostoma funiculatum,NA,1996,DD,NA,DD,NA,2020-3
21628,Teramulus kieneri,Vily,2016,LC,NA,LC,0,2020-3
21681,Thaanumella angulosa,NA,1996,DD,NA,DD,NA,2020-3
21682,Thaanumella cookei,NA,1996,DD,NA,DD,NA,2020-3
21689,Thalassoma ascensionis,Greenfish,2010,DD,NA,DD,NA,2020-3
21856,Thunnus alalunga,Albacore Tuna,2011,NT,NA,NT,0.2,2020-3
21857,Thunnus albacares,Yellowfin Tuna,2011,NT,NA,NT,0.2,2020-3
21858,Thunnus maccoyii,Southern Bluefin Tuna,2011,CR,A2bd,CR,0.8,2020-3
21859,Thunnus obesus,Bigeye Tuna,2011,VU,A2bd,VU,0.4,2020-3
21860,Thunnus thynnus,Atlantic Bluefin Tuna,2011,EN,A2bd,EN,0.6,2020-3
21994,Torquigener brevipinnis,Yellow-stripe Toadfish,2014,LC,NA,LC,0,2020-3
22003,Totoaba macdonaldi,Totoaba,2010,CR,A2bcd,CR,0.8,2020-3
22103,Trichechus manatus,American Manatee,2008,VU,C1,VU,0.4,2020-3
22104,Trichechus senegalensis,African Manatee,2015,VU,A3cd; C1,VU,0.4,2020-3
22105,Trichechus manatus ssp. manatus,Caribbean Manatee,2008,EN,C1,EN,0.6,2020-3
22106,Trichechus manatus ssp. latirostris,Florida Manatee,2008,EN,C1,EN,0.6,2020-3
22135,Tridacna crocea,Saffron-coloured Clam,1996,LR/lc,NA,LC,0,2020-3
22136,Tridacna derasa,Southern Giant Clam,1996,VU,A2cd,VU,0.4,2020-3
22137,Tridacna gigas,Giant Clam,1996,VU,A2cd,VU,0.4,2020-3
22138,Tridacna maxima,Small Giant Clam,1996,LR/cd,NA,VU,0.4,2020-3
22139,Tridacna rosewateri,Bénitier De Rosewater,1996,VU,A2cd,VU,0.4,2020-3
22140,Tridacna squamosa,Fluted Giant Clam,1996,LR/cd,NA,VU,0.4,2020-3
22141,Tridacna mbalavuana,Tevoro Clam,1996,VU,B1+2c,VU,0.4,2020-3
22563,Tursiops truncatus,Common Bottlenose Dolphin,2019,LC,NA,LC,0,2020-3
22594,Typhlatya iliffei,NA,1996,CR,B1+2c,CR,0.8,2020-3
22823,Ursus maritimus,Polar Bear,2015,VU,A3c,VU,0.4,2020-3
23045,Volvarina insulana,NA,1996,DD,NA,DD,NA,2020-3
23090,Wrayanna soluta,NA,1996,DD,NA,DD,NA,2020-3
23148,Xiphias gladius,Swordfish,2011,LC,NA,LC,0,2020-3
23149,Xiphias gladius North Atlantic stock,Swordfish,1996,EN,A1bd,EN,0.6,2020-3
23211,Ziphius cavirostris,Cuvier's Beaked Whale,2020,LC,NA,LC,0,2020-3
23259,Gobius ophiocephalus,Grass Goby,2014,LC,NA,LC,0,2020-3
29609,Sebastolobus alascanus,Shortspine Thornyhead,2000,EN,A2d,EN,0.6,2020-3
31382,Rhizophora apiculata,NA,2010,LC,NA,LC,0,2020-3
33705,Dolichandrone spathacea,NA,2010,LC,NA,LC,0,2020-3
34364,Aglaia cucullata,Pacific Maple,2010,DD,NA,DD,NA,2020-3
39302,Anthias regalis,NA,1996,VU,D2,VU,0.4,2020-3
39303,Dermatolepis inermis,Marbled Grouper,2018,DD,NA,DD,NA,2020-3
39304,Serranus dewegeri,Meo Viejo,1996,LR/nt,NA,NT,0.2,2020-3
39324,Notorynchus cepedianus,Broadnose Sevengill Shark,2020,VU,A2bd,VU,0.4,2020-3
39327,Pristiophorus cirratus,Common Sawshark,2020,LC,NA,LC,0,2020-3
39328,Squatina californica,Pacific Angel Shark,2020,NT,NA,NT,0.2,2020-3
39329,Squatina argentina,Argentine Angelshark,2019,CR,A2bd,CR,0.8,2020-3
39331,Squatina occulta,Hidden Angelshark,2019,CR,A2bd,CR,0.8,2020-3
39332,Squatina squatina,Angelshark,2019,CR,A2bcd,CR,0.8,2020-3
39333,Heterodontus francisci,Horn Shark,2015,DD,NA,DD,NA,2020-3
39334,Heterodontus portusjacksoni,Port Jackson Shark,2015,LC,NA,LC,0,2020-3
39335,Brachaelurus colcloughi,Colclough's Shark,2015,VU,C2a(ii),VU,0.4,2020-3
39336,Odontaspis noronhai,Bigeye Sand Tiger,2019,LC,NA,LC,0,2020-3
39337,Pseudocarcharias kamoharai,Crocodile Shark,2019,LC,NA,LC,0,2020-3
39338,Megachasma pelagios,Megamouth Shark,2019,LC,NA,LC,0,2020-3
39339,Alopias vulpinus,Common Thresher,2019,VU,A2bd,VU,0.4,2020-3
39341,Isurus oxyrinchus,Shortfin Mako,2019,EN,A2bd,EN,0.6,2020-3
39342,Lamna ditropis,Salmon Shark,2019,LC,NA,LC,0,2020-3
39345,Haploblepharus edwardsii,Happy Eddie,2020,EN,A2bcd,EN,0.6,2020-3
39346,Haploblepharus fuscus,Brown Shyshark,2020,VU,A2bcd,VU,0.4,2020-3
39347,Schroederichthys bivius,Narrowmouth Catshark,2020,LC,NA,LC,0,2020-3
39348,Poroderma africanum,Pyjama Shark,2020,LC,NA,LC,0,2020-3
39349,Scyliorhinus capensis,Yellowspotted Catshark,2020,NT,NA,NT,0.2,2020-3
39350,Leptocharias smithii,Barbeled Houndshark,2009,NT,NA,NT,0.2,2020-3
39351,Furgaleus macki,Whiskery Shark,2016,LC,NA,LC,0,2020-3
39352,Galeorhinus galeus,Tope,2020,CR,A2bd,CR,0.8,2020-3
39353,Hemitriakis leucoperiptera,Whitefin Topeshark,2006,EN,"B1ab(iii,v); C2a(ii)",EN,0.6,2020-3
39354,Hypogaleus hyugaensis,Pencil Shark,2016,LC,NA,LC,0,2020-3
39355,Mustelus antarcticus,Gummy Shark,2016,LC,NA,LC,0,2020-3
39356,Mustelus lenticulatus,Rig,2018,LC,NA,LC,0,2020-3
39357,Mustelus asterias,Starry Smoothhound,2009,LC,NA,LC,0,2020-3
39358,Mustelus mustelus,Common Smoothhound,2009,VU,A2bd+3bd+4bd,VU,0.4,2020-3
39359,Mustelus canis,Dusky Smoothhound,2009,NT,NA,NT,0.2,2020-3
39360,Scylliogaleus quecketti,Flapnose Houndshark,2019,VU,"B1ab(iii,v)",VU,0.4,2020-3
39361,Triakis acutipinna,Sharpfin Houndshark,2009,EN,B1ab(v); C2a(ii),EN,0.6,2020-3
39362,Triakis megalopterus,Spotted Gully Shark,2020,LC,NA,LC,0,2020-3
39363,Triakis semifasciata,Leopard Shark,2015,LC,NA,LC,0,2020-3
39365,Carcharhinus amblyrhynchos,Grey Reef Shark,2020,EN,A2bcd,EN,0.6,2020-3
39366,Carcharhinus amboinensis,Pigeye Shark,2009,DD,NA,DD,NA,2020-3
39367,Carcharhinus borneensis,Borneo Shark,2009,EN,C2a(ii),EN,0.6,2020-3
39368,Carcharhinus brevipinna,Spinner Shark,2020,VU,A2bd,VU,0.4,2020-3
39369,Carcharhinus hemiodon,Pondicherry Shark,2003,CR,A2acd; C2a(i),CR,0.8,2020-3
39370,Carcharhinus falciformis,Silky Shark,2017,VU,A2bd,VU,0.4,2020-3
39371,Carcharhinus leiodon,Smoothtooth Blacktip Shark,2017,EN,A2cd+3cd,EN,0.6,2020-3
39372,Carcharhinus leucas,Bull Shark,2009,NT,NA,NT,0.2,2020-3
39373,Carcharhinus limbatus Northwest Atlantic subpopulation,Blacktip Shark,2000,VU,A1bcd+2cd,VU,0.4,2020-3
39374,Carcharhinus longimanus,Oceanic Whitetip Shark,2019,CR,A2bd,CR,0.8,2020-3
39375,Carcharhinus melanopterus,Blacktip Reef Shark,2020,VU,A2bcd,VU,0.4,2020-3
39378,Galeocerdo cuvier,Tiger Shark,2019,NT,NA,NT,0.2,2020-3
39379,Glyphis glyphis,Speartooth Shark,2009,EN,C2a(i),EN,0.6,2020-3
39380,Negaprion brevirostris,Lemon Shark,2015,NT,NA,NT,0.2,2020-3
39381,Prionace glauca,Blue Shark,2019,NT,NA,NT,0.2,2020-3
39382,Rhizoprionodon terraenovae,Atlantic Sharpnose Shark,2009,LC,NA,LC,0,2020-3
39383,Scoliodon laticaudus,Spadenose Shark,2009,NT,NA,NT,0.2,2020-3
39384,Triaenodon obesus,Whitetip Reef Shark,2020,VU,A2bcd,VU,0.4,2020-3
39385,Sphyrna lewini,Scalloped Hammerhead,2019,CR,A2bd,CR,0.8,2020-3
39386,Sphyrna mokarran,Great Hammerhead,2019,CR,A2bd,CR,0.8,2020-3
39387,Sphyrna tiburo,Bonnethead Shark,2020,EN,A2bcd,EN,0.6,2020-3
39388,Sphyrna zygaena,Smooth Hammerhead,2019,VU,A2bd,VU,0.4,2020-3
39389,Anoxypristis cuspidata,Narrow Sawfish,2013,EN,A2cd,EN,0.6,2020-3
39390,Pristis clavata,Dwarf Sawfish,2013,EN,A2cd,EN,0.6,2020-3
39393,Pristis zijsron,Green Sawfish,2013,CR,A2cd,CR,0.8,2020-3
39394,Rhynchobatus djiddensis,Whitespotted Wedgefish,2019,CR,A2bd,CR,0.8,2020-3
39396,Tetronarce californica,Pacific Torpedo,2015,LC,NA,LC,0,2020-3
39397,Dipturus batis,Common Skate,2006,CR,A2bcd+4bcd,CR,0.8,2020-3
39399,Raja clavata,Thornback Skate,2016,NT,NA,NT,0.2,2020-3
39400,Raja microocellata,Smalleyed Skate,2009,NT,NA,NT,0.2,2020-3
39412,Taeniura lymma,Bluespotted Fantail Ray,2009,NT,NA,NT,0.2,2020-3
39413,Urogymnus asperrimus,Porcupine Ray,2016,VU,A2bd,VU,0.4,2020-3
39415,Aetobatus narinari,Spotted Eagle Ray,2006,NT,NA,NT,0.2,2020-3
39416,Myliobatis californicus,Bat Ray,2015,LC,NA,LC,0,2020-3
39427,Cephalorhynchus hectori ssp. maui,North Island Hector's Dolphin,2013,CR,A4cd; C2a(ii),CR,0.8,2020-3
39465,Squatina guggenheim Brazilian subpopulation,Angular Angel Shark,2000,EN,A1bd+2d,EN,0.6,2020-3
39541,Notorynchus cepedianus East Pacific subpopulation,Broadnose Sevengill,2000,LR/nt,NA,NT,0.2,2020-3
39543,Carcharhinus amboinensis Southwest Indian Ocean subpopulation,Pigeye Shark,2009,NT,NA,NT,0.2,2020-3
39544,Carcharhinus brevipinna Northwest Atlantic subpopulation,Spinner Shark,2000,VU,A1bd+2d,VU,0.4,2020-3
39771,Dipturus laevis,Barndoor Skate,2020,LC,NA,LC,0,2020-3
39773,Cephalopholis boenak,Brown-banded Seabass,2018,LC,NA,LC,0,2020-3
39774,Cromileptes altivelis,Humpback Grouper,2018,DD,NA,DD,NA,2020-3
40635,Indopacetus pacificus,Indo-pacific Beaked Whale,2020,LC,NA,LC,0,2020-3
40710,Percarina demidoffii,NA,2011,NT,NA,NT,0.2,2020-3
40711,Stegastes sanctipauli,Saint Paul's Gregory,2015,LC,NA,LC,0,2020-3
40715,Syngnathoides biaculeatus,Alligator Pipefish,2017,LC,NA,LC,0,2020-3
40773,Hippocampus subelongatus,West Australian Seahorse,2017,DD,NA,DD,NA,2020-3
40784,Neovison macrodon,Sea Mink,2016,EX,NA,EX,1,2020-3
40797,Carcharhinus amblyrhynchoides,Graceful Shark,2009,NT,NA,NT,0.2,2020-3
40802,Hippocampus barbouri,Barbour's Seahorse,2017,VU,A2cd,VU,0.4,2020-3
41005,Hippocampus mohnikei,Japanese Seahorse,2017,VU,A2cd+4cd,VU,0.4,2020-3
41006,Hippocampus guttulatus,Long-snouted Seahorse,2017,DD,NA,DD,NA,2020-3
41007,Hippocampus algiricus,West African Seahorse,2017,VU,A2cd+4cd,VU,0.4,2020-3
41008,Hippocampus comes,Tiger Tail Seahorse,2015,VU,A2bd+4bd,VU,0.4,2020-3
41009,Hippocampus fisheri,Hawaiian Seahorse,2017,LC,NA,LC,0,2020-3
41010,Hippocampus kelloggi,Great Seahorse,2017,VU,A2cd,VU,0.4,2020-3
41030,Syngnathus watermeyeri,Estuarine Pipefish,2017,CR,C2a(i)b,CR,0.8,2020-3
41064,Pseudobatos horkelii,Brazilian Guitarfish,2020,CR,A2bd,CR,0.8,2020-3
41664,Arctocephalus forsteri,New Zealand Fur Seal,2015,LC,NA,LC,0,2020-3
41665,Otaria byronia,South American Sea Lion,2016,LC,NA,LC,0,2020-3
41666,Zalophus californianus,Californian Sea Lion,2015,LC,NA,LC,0,2020-3
41667,Zalophus japonicus,Japanese Sea Lion,2017,EX,NA,EX,1,2020-3
41668,Zalophus wollebaeki,Galápagos Sea Lion,2015,EN,A2ab,EN,0.6,2020-3
41670,Histriophoca fasciata,Ribbon Seal,2016,LC,NA,LC,0,2020-3
41671,Pagophilus groenlandicus,Harp Seal,2015,LC,NA,LC,0,2020-3
41672,Pusa hispida,Ringed Seal,2016,LC,NA,LC,0,2020-3
41673,Pusa hispida ssp. botnica,Baltic Ringed Seal,2015,LC,NA,LC,0,2020-3
41677,Pusa hispida ssp. ochotensis,Okhotsk Sea Ringed Seal,2016,LC,NA,LC,0,2020-3
41711,Eubalaena japonica,North Pacific Right Whale,2018,EN,D,EN,0.6,2020-3
41712,Eubalaena glacialis,North Atlantic Right Whale,2020,CR,C2a(ii),CR,0.8,2020-3
41713,Balaenoptera musculus ssp. intermedia,Antarctic Blue Whale,2018,CR,A1abd,CR,0.8,2020-3
41714,Tursiops aduncus,Indo-Pacific Bottlenose Dolphin,2019,NT,NA,NT,0.2,2020-3
41715,Phocoena dioptrica,Spectacled Porpoise,2018,LC,NA,LC,0,2020-3
41716,Hippocampus denise,Denise's Pygmy Seahorse,2017,DD,NA,DD,NA,2020-3
41718,Apristurus albisoma,White-bodied Catshark,2015,LC,NA,LC,0,2020-3
41719,Apristurus exsanguis,New Zealand Catshark,2018,LC,NA,LC,0,2020-3
41720,Asymbolus analis,Grey Spotted Catshark,2015,LC,NA,LC,0,2020-3
41721,Asymbolus funebris,Blotched Catshark,2016,DD,NA,DD,NA,2020-3
41722,Asymbolus occiduus,Western Spotted Catshark,2016,LC,NA,LC,0,2020-3
41723,Asymbolus pallidus,Pale Spotted Catshark,2016,LC,NA,LC,0,2020-3
41724,Asymbolus parvus,Dwarf Catshark,2016,LC,NA,LC,0,2020-3
41725,Asymbolus rubiginosus,Orange Spotted Catshark,2015,LC,NA,LC,0,2020-3
41726,Asymbolus submaculatus,Variegated Catshark,2016,LC,NA,LC,0,2020-3
41727,Asymbolus vincenti,Gulf Catshark,2016,LC,NA,LC,0,2020-3
41728,Atelomycterus fasciatus,Banded Catshark,2015,LC,NA,LC,0,2020-3
41729,Atelomycterus macleayi,Australian Marbled Catshark,2015,LC,NA,LC,0,2020-3
41730,Atelomycterus marmoratus,Coral Catshark,2003,NT,NA,NT,0.2,2020-3
41731,Aulohalaelurus labiosus,Black Spotted Catshark,2015,LC,NA,LC,0,2020-3
41732,Brachaelurus waddi,Blind Shark,2015,LC,NA,LC,0,2020-3
41733,Carcharhinus cautus,Nervous Shark,2020,LC,NA,LC,0,2020-3
41735,Carcharhinus fitzroyensis,Creek Whaler,2019,LC,NA,LC,0,2020-3
41736,Carcharhinus galapagensis,Galapagos Shark,2019,LC,NA,LC,0,2020-3
41737,Carcharhinus macloti,Hardnose Shark,2003,NT,NA,NT,0.2,2020-3
41738,Carcharhinus sealei,Blackspot Shark,2003,NT,NA,NT,0.2,2020-3
41739,Carcharhinus tilstoni,Australian Blacktip Shark,2019,LC,NA,LC,0,2020-3
41740,Centrophorus harrissoni,Harrisson's Dogfish,2020,EN,A2bd,EN,0.6,2020-3
41741,Carcharhinus brachyurus,Copper Shark,2020,VU,A2bd,VU,0.4,2020-3
41742,Carcharhinus brachyurus East Asia subpopulation,Bronze Whaler,2003,VU,A2d+3d+4d,VU,0.4,2020-3
41743,Callorhinchus milii,Elephant Fish,2015,LC,NA,LC,0,2020-3
41745,Centrophorus uyato,Little Gulper Shark,2020,EN,A2bd,EN,0.6,2020-3
41746,Centroscyllium kamoharai,Bareskin Dogfish,2018,LC,NA,LC,0,2020-3
41747,Centroscymnus coelolepis,Portuguese Dogfish,2020,NT,NA,NT,0.2,2020-3
41749,Centroscymnus owstonii,Roughskin Dogfish,2018,VU,A2d,VU,0.4,2020-3
41752,Cephaloscyllium isabellum,Carpet Shark,2018,LC,NA,LC,0,2020-3
41753,Cephaloscyllium laticeps,Australian Swellshark,2016,LC,NA,LC,0,2020-3
41754,Neophocaena asiaeorientalis,Narrow-ridged Finless Porpoise,2017,EN,A2bcde+3bcde+4bcde,EN,0.6,2020-3
41755,Physeter macrocephalus,Sperm Whale,2019,VU,A1d,VU,0.4,2020-3
41759,Mesoplodon perrini,Perrin's Beaked Whale,2020,EN,C2a(ii),EN,0.6,2020-3
41760,Mesoplodon traversii,Spade-toothed Whale,2020,DD,NA,DD,NA,2020-3
41761,Pontoporia blainvillei Rio Grande do Sul/Uruguay subpopulation,Franciscana,2012,VU,A2d,VU,0.4,2020-3
41762,Delphinus delphis Mediterranean subpopulation,Short-beaked Common Dolphin,2003,EN,A2abc,EN,0.6,2020-3
41791,Chiloscyllium indicum,Slender Bambooshark,2020,VU,A2d,VU,0.4,2020-3
41792,Chiloscyllium griseum,Grey Bamboo Shark,2020,VU,A2d,VU,0.4,2020-3
41793,Chimaera panthera,Leopard Chimaera,2020,LC,NA,LC,0,2020-3
41794,Chlamydoselachus anguineus,Frilled Shark,2016,LC,NA,LC,0,2020-3
41795,Cirrhigaleus barbifer,Mandarin Shark,2020,LC,NA,LC,0,2020-3
41796,Bathytoshia brevicaudata,Short-tail Stingray,2016,LC,NA,LC,0,2020-3
41797,Hemitrygon fluviorum,Estuary Stingray,2016,VU,A2bcd+3cd+4bcd,VU,0.4,2020-3
41798,Deania calcea,Birdbeak Dogfish,2020,NT,NA,NT,0.2,2020-3
41799,Dipturus innominatus,Smooth Skate,2018,LC,NA,LC,0,2020-3
41800,Dipturus nasutus,Rough Skate,2018,LC,NA,LC,0,2020-3
41801,Echinorhinus brucus,Bramble Shark,2020,EN,A2bd,EN,0.6,2020-3
41802,Echinorhinus cookei,Prickly Shark,2018,DD,NA,DD,NA,2020-3
41804,Etmopterus caudistigmus,Tailspot Lanternshark,2018,LC,NA,LC,0,2020-3
41805,Etmopterus dianthus,Pink Lanternshark,2015,LC,NA,LC,0,2020-3
41806,Etmopterus dislineatus,Lined Lanternshark,2015,LC,NA,LC,0,2020-3
41807,Etmopterus evansi,Blackmouth Lanternshark,2015,LC,NA,LC,0,2020-3
41808,Etmopterus fusus,Pygmy Lanternshark,2015,LC,NA,LC,0,2020-3
41809,Etmopterus pseudosqualiolus,False Pygmy Shark,2018,LC,NA,LC,0,2020-3
41810,Eusphyra blochii,Winghead Shark,2016,EN,A2d+3d,EN,0.6,2020-3
41811,Figaro boardmani,Australian Sawtail Shark,2016,LC,NA,LC,0,2020-3
41812,Galeus gracilis,Slender Sawtail Shark,2016,DD,NA,DD,NA,2020-3
41813,Gogolia filewoodi,Sailback Houndshark,2020,DD,NA,DD,NA,2020-3
41814,Gollum attenuatus,Slender Smoothhound,2018,LC,NA,LC,0,2020-3
41816,Hemigaleus microstoma,Sickelfin Weasel Shark,2009,VU,A2d+3d+4d,VU,0.4,2020-3
41818,Hemiscyllium ocellatum,Epaulette Shark,2015,LC,NA,LC,0,2020-3
41819,Hemiscyllium strahani,Hooded Carpet Shark,2020,VU,"B2ab(ii,iii,v)",VU,0.4,2020-3
41820,Hemiscyllium trispeculare,Speckled Carpetshark,2015,LC,NA,LC,0,2020-3
41821,Hemitriakis abdita,Darksnout Hound Shark,2016,DD,NA,DD,NA,2020-3
41822,Hemitriakis falcata,Sicklefin Hound Shark,2016,LC,NA,LC,0,2020-3
41823,Heptranchias perlo,Sharpnose Sevengill Shark,2020,NT,NA,NT,0.2,2020-3
