English_name,ISSCAAP_Group,Taxonomic_Code,Scientific_Name,Family,Order or higher taxa,,,,,
NA,11,1.40011E+11,Neonoemacheilus labeosus,NEMACHEILIDAE,CYPRINIFORMES,,,,,
NA,11,1.40011E+11,Oreonectes anophthalmus,NEMACHEILIDAE,CYPRINIFORMES,,,,,
NA,11,1.40011E+11,Oxynoemacheilus panthera,NEMACHEILIDAE,CYPRINIFORMES,,,,,
Mottled loach,11,1.40011E+11,Paracanthocobitis botia,NEMACHEILIDAE,CYPRINIFORMES,,,,,
NA,11,1.40011E+11,Paracobitis starostini,NEMACHEILIDAE,CYPRINIFORMES,,,,,
NA,11,1.40011E+11,Physoschistura brunneana,NEMACHEILIDAE,CYPRINIFORMES,,,,,
NA,11,1.40011E+11,Schistura balteata,NEMACHEILIDAE,CYPRINIFORMES,,,,,
NA,11,1.40011E+11,Schistura denisoni,NEMACHEILIDAE,CYPRINIFORMES,,,,,
NA,11,1.40011E+11,Sectoria atriceps,NEMACHEILIDAE,CYPRINIFORMES,,,,,
NA,11,1.40011E+11,Speonectes tiomanensis,NEMACHEILIDAE,CYPRINIFORMES,,,,,
NA,11,1.40011E+11,Sphaerophysa dianchiensis,NEMACHEILIDAE,CYPRINIFORMES,,,,,
NA,11,1.40011E+11,Triplophysa choprai,NEMACHEILIDAE,CYPRINIFORMES,,,,,
NA,11,1.40011E+11,Tuberoschistura cambodgiensis,NEMACHEILIDAE,CYPRINIFORMES,,,,,
NA,11,1.40013E+11,Psilorhynchus sucatio,PSILORHYNCHIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Aaptosyax grypus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Acapoeta tanganicae,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Albulichthys albuloides,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Altigena yunnanensis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Amblyrhynchichthys truncatus,CYPRINIDAE,CYPRINIFORMES,,,,,
Shabout,11,1.40014E+11,Arabibarbus grypus,CYPRINIDAE,CYPRINIFORMES,,,,,
Big-head schizothoracin,11,1.40014E+11,Aspiorhynchus laticeps,CYPRINIDAE,CYPRINIFORMES,,,,,
Dalmatian barbelgudgeon,11,1.40014E+11,Aulopyge huegelii,CYPRINIDAE,CYPRINIFORMES,,,,,
Tricolor sharkminnow,11,1.40014E+11,Balantiocheilos melanopterus,CYPRINIDAE,CYPRINIFORMES,,,,,
Kalabans,11,1.40014E+11,Bangana dero,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Barbichthys laevis,CYPRINIDAE,CYPRINIFORMES,,,,,
Spotted barb,11,1.40014E+11,Barbodes binotatus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Barbodes pachycheilus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Barbodes palaemophagus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Barbodes palata,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Barbodes resinus,CYPRINIDAE,CYPRINIFORMES,,,,,
Chinese barb,11,1.40014E+11,Barbodes semifasciolatus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Barboides gracilis,CYPRINIDAE,CYPRINIFORMES,,,,,
Red tailed tinfoil,11,1.40014E+11,Barbonymus altus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Barbonymus balleroides,CYPRINIDAE,CYPRINIFORMES,,,,,
Silver barb,11,1.40014E+11,Barbonymus gonionotus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Barbonymus platysoma,CYPRINIDAE,CYPRINIFORMES,,,,,
Tinfoil barb,11,1.40014E+11,Barbonymus schwanefeldii,CYPRINIDAE,CYPRINIFORMES,,,,,
Somalian blind barb,11,1.40014E+11,Barbopsis devecchii,CYPRINIDAE,CYPRINIFORMES,,,,,
Barbel,11,1.40014E+11,Barbus barbus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Barbus cyclolepis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Barbus haasi,CYPRINIDAE,CYPRINIFORMES,,,,,
Mediterranean barbel,11,1.40014E+11,Barbus meridionalis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Barbus plebejus,CYPRINIDAE,CYPRINIFORMES,,,,,
Congo blind barb,11,1.40014E+11,Caecobarbus geertsii,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Caecocypris basimi,CYPRINIDAE,CYPRINIFORMES,,,,,
Seven khramulya,11,1.40014E+11,Capoeta capoeta,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Capoeta damascina,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Carasobarbus canis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Carasobarbus kosswigi,CYPRINIDAE,CYPRINIFORMES,,,,,
Yellow barbell,11,1.40014E+11,Carasobarbus luteus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Carassioides acuminatus,CYPRINIDAE,CYPRINIFORMES,,,,,
Goldfish,11,1.40014E+11,Carassius auratus,CYPRINIDAE,CYPRINIFORMES,,,,,
Crucian carp,11,1.40014E+11,Carassius carassius,CYPRINIDAE,CYPRINIFORMES,,,,,
Japanese white crucian carp,11,1.40014E+11,Carassius cuvieri,CYPRINIDAE,CYPRINIFORMES,,,,,
Prussian carp,11,1.40014E+11,Carassius gibelio,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1400141090XX,Carassius spp,CYPRINIDAE,CYPRINIFORMES,,,,,
Giant barb,11,1.40014E+11,Catlocarpio siamensis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Chagunius chagunio,CYPRINIDAE,CYPRINIFORMES,,,,,
Clanwilliam yellowfish,11,1.40014E+11,Cheilobarbus capensis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Cirrhinus cirrhosus,CYPRINIDAE,CYPRINIFORMES,,,,,
Small scale mud carp,11,1.40014E+11,Cirrhinus microlepis,CYPRINIDAE,CYPRINIFORMES,,,,,
Mud carp,11,1.40014E+11,Cirrhinus molitorella,CYPRINIDAE,CYPRINIFORMES,,,,,
Mrigal carp,11,1.40014E+11,Cirrhinus mrigala,CYPRINIDAE,CYPRINIFORMES,,,,,
Reba carp,11,1.40014E+11,Cirrhinus reba,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Coptostomabarbus bellcrossi,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Cosmochilus cardinalis,CYPRINIDAE,CYPRINIFORMES,,,,,
Beardless barb,11,1.40014E+11,Cyclocheilichthys apogon,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Cyclocheilichthys armatus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Cyclocheilos enoplos,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Cyprinion watsoni,CYPRINIDAE,CYPRINIFORMES,,,,,
Common carp,11,1.40014E+11,Cyprinus carpio,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Cyprinus intha,CYPRINIDAE,CYPRINIFORMES,,,,,
Barbless carp,11,1.40014E+11,Cyprinus pellegrini,CYPRINIDAE,CYPRINIFORMES,,,,,
Arulius barb,11,1.40014E+11,Dawkinsia arulius,CYPRINIDAE,CYPRINIFORMES,,,,,
Blackspot barb,11,1.40014E+11,Dawkinsia filamentosa,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Decorus decorus,CYPRINIDAE,CYPRINIFORMES,,,,,
Scaly osman,11,1.40014E+11,Diptychus maculatus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Discherodontus ashmeadi,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Eirmotus octozona,CYPRINIDAE,CYPRINIFORMES,,,,,
Clipper barb,11,1.40014E+11,Enteromius callipterus,CYPRINIDAE,CYPRINIFORMES,,,,,
Spotscale barb,11,1.40014E+11,Enteromius holotaenia,CYPRINIDAE,CYPRINIFORMES,,,,,
Line-spotted barb,11,1.40014E+11,Enteromius lineomaculatus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Enteromius litamba,CYPRINIDAE,CYPRINIFORMES,,,,,
Broadband barb,11,1.40014E+11,Enteromius macrotaenia,CYPRINIDAE,CYPRINIFORMES,,,,,
Papermouth,11,1.40014E+11,Enteromius mattozi,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Enteromius neumayeri,CYPRINIDAE,CYPRINIFORMES,,,,,
Straightfin barb,11,1.40014E+11,Enteromius paludinosus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Enteromius perince,CYPRINIDAE,CYPRINIFORMES,,,,,
Threespot barb,11,1.40014E+11,Enteromius trimaculatus,CYPRINIDAE,CYPRINIFORMES,,,,,
Slender barb,11,1.40014E+11,Enteromius unitaeniatus,CYPRINIDAE,CYPRINIFORMES,,,,,
Redtail sharkminnor,11,1.40014E+11,Epalzeorhynchos bicolor,CYPRINIDAE,CYPRINIFORMES,,,,,
Flying fox,11,1.40014E+11,Epalzeorhynchos kalopterus,CYPRINIDAE,CYPRINIFORMES,,,,,
Somalian cavefish,11,1.40014E+11,Garra andruzzii,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Garra dembeensis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Garra ghorensis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Garra gotyla,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Garra kemali,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Garra lamta,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Garra mullya,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Garra rufa,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Garra tibanica,CYPRINIDAE,CYPRINIFORMES,,,,,
Iran cave barb,11,1.40014E+11,Garra typhlops,CYPRINIDAE,CYPRINIFORMES,,,,,
Iraq blind barb,11,1.40014E+11,Garra widdowsoni,CYPRINIDAE,CYPRINIFORMES,,,,,
Naked osman,11,1.40014E+11,Gymnodiptychus dybowskii,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Gymnodiptychus pachycheilus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Gymnostomus ariza,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Hampala dispar,CYPRINIDAE,CYPRINIFORMES,,,,,
Hampala barb,11,1.40014E+11,Hampala macrolepidota,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Hampala salweenensis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Henicorhynchus caudimaculatus,CYPRINIDAE,CYPRINIFORMES,,,,,
Siamese mud carp,11,1.40014E+11,Henicorhynchus siamensis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Hypselobarbus curmuca,CYPRINIDAE,CYPRINIFORMES,,,,,
Jerdon's carp,11,1.40014E+11,Hypselobarbus jerdoni,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Hypsibarbus lagleri,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Hypsibarbus pierrei,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Hypsibarbus wetmorei,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1400141190XX,Hypsibarbus spp,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Incisilabeo behri,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Kalimantania lawak,CYPRINIDAE,CYPRINIFORMES,,,,,
Rednose labeo,11,1.40014E+11,Labeo altivelis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo angra,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo bata,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo boga,CYPRINIDAE,CYPRINIFORMES,,,,,
Orangefin labeo,11,1.40014E+11,Labeo calbasu,CYPRINIDAE,CYPRINIFORMES,,,,,
Orange River mudfish,11,1.40014E+11,Labeo capensis,CYPRINIDAE,CYPRINIFORMES,,,,,
Catla,11,1.40014E+11,Labeo catla,CYPRINIDAE,CYPRINIFORMES,,,,,
Black sharkminnow,11,1.40014E+11,Labeo chrysophekadion,CYPRINIDAE,CYPRINIFORMES,,,,,
Purple labeo,11,1.40014E+11,Labeo congoro,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo coubie,CYPRINIDAE,CYPRINIFORMES,,,,,
Redeye labeo,11,1.40014E+11,Labeo cylindricus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo dussumieri,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo dyocheilus,CYPRINIDAE,CYPRINIFORMES,,,,,
Fringed-lipped peninsula carp,11,1.40014E+11,Labeo fimbriatus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo forskalii,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo fuelleborni,CYPRINIDAE,CYPRINIFORMES,,,,,
Kuria labeo,11,1.40014E+11,Labeo gonius,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo horie,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo kontius,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo mesops,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo microphthalmus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo nandina,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo niloticus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo pangusia,CYPRINIDAE,CYPRINIFORMES,,,,,
Roho labeo,11,1.40014E+11,Labeo rohita,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo rosae,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeo sindensis,CYPRINIDAE,CYPRINIFORMES,,,,,
Moggel,11,1.40014E+11,Labeo umbratus,CYPRINIDAE,CYPRINIFORMES,,,,,
Ningu,11,1.40014E+11,Labeo victorianus,CYPRINIDAE,CYPRINIFORMES,,,,,
Rhinofishes NEI,11,1400141202XX,Labeo spp,CYPRINIDAE,CYPRINIFORMES,,,,,
Smallmouth yellowfish,11,1.40014E+11,Labeobarbus aeneus,CYPRINIDAE,CYPRINIFORMES,,,,,
Ripon barbel,11,1.40014E+11,Labeobarbus altianalis,CYPRINIDAE,CYPRINIFORMES,,,,,
African scraping feeder,11,1.40014E+11,Labeobarbus beso,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeobarbus bynni,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeobarbus codringtonii,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeobarbus johnstonii,CYPRINIDAE,CYPRINIFORMES,,,,,
Largescale yellowfish,11,1.40014E+11,Labeobarbus marequensis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labeobarbus tropidolepis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labiobarbus fasciatus,CYPRINIDAE,CYPRINIFORMES,,,,,
Signal barb,11,1.40014E+11,Labiobarbus festivus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labiobarbus leptocheilus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labiobarbus ocellatus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Labiobarbus siamensis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Lepidopygopsis typus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Lobocheilos bo,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Luciobarbus bocagei,CYPRINIDAE,CYPRINIFORMES,,,,,
Algerian barb,11,1.40014E+11,Luciobarbus callensis,CYPRINIDAE,CYPRINIFORMES,,,,,
Bulatmai barbel,11,1.40014E+11,Luciobarbus capito,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Luciobarbus comizo,CYPRINIDAE,CYPRINIFORMES,,,,,
Pike barbell,11,1.40014E+11,Luciobarbus esocinus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Luciobarbus graellsii,CYPRINIDAE,CYPRINIFORMES,,,,,
Valencia barbel,11,1.40014E+11,Luciobarbus guiraonis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Luciobarbus longiceps,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Luciobarbus microcephalus,CYPRINIDAE,CYPRINIFORMES,,,,,
Andalusian barbel,11,1.40014E+11,Luciobarbus sclateri,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Mekongina erythrospila,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Mystacoleucus argenteus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Mystacoleucus atridorsalis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Mystacoleucus obtusirostris,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Mystacoleucus padangensis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Neolissochilus blanci,CYPRINIDAE,CYPRINIFORMES,,,,,
Copper mahseer,11,1.40014E+11,Neolissochilus hexagonolepis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Neolissochilus soro,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Neolissochilus thienemanni,CYPRINIDAE,CYPRINIFORMES,,,,,
Taiwan ku fish,11,1.40014E+11,Onychostoma alticorpus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Onychostoma macrolepis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Oreichthys cosuatis,CYPRINIDAE,CYPRINIFORMES,,,,,
Manipur osteobrama,11,1.40014E+11,Osteobrama belangeri,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Osteobrama cotio,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Osteochilus melanopleura,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Osteochilus spilurus,CYPRINIDAE,CYPRINIFORMES,,,,,
Nilem carp,11,1.40014E+11,Osteochilus vittatus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Paracrossochilus acerus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Parapsilorhynchus tentaculatus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Percocypris pingi,CYPRINIDAE,CYPRINIFORMES,,,,,
Rosy barb,11,1.40014E+11,Pethia conchonius,CYPRINIDAE,CYPRINIFORMES,,,,,
Ticto barb,11,1.40014E+11,Pethia ticto,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Poropuntius deauratus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Poropuntius tawarensis,CYPRINIDAE,CYPRINIFORMES,,,,,
Isok barb,11,1.40014E+11,Probarbus jullieni,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Procypris mera,CYPRINIDAE,CYPRINIFORMES,,,,,
Rock carp,11,1.40014E+11,Procypris rabaudi,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Prolabeo batesi,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Prolabeops melanhypopterus,CYPRINIDAE,CYPRINIFORMES,,,,,
Smallscale redfin,11,1.40014E+11,Pseudobarbus asper,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Ptychidio jordani,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Ptychobarbus conirostris,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Puntigrus partipentazona,CYPRINIDAE,CYPRINIFORMES,,,,,
Sumatra barb,11,1.40014E+11,Puntigrus tetrazona,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Puntioplites bulu,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Puntioplites proctozysron,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Puntioplites waandersi,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Puntius amphibius,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Puntius brevis,CYPRINIDAE,CYPRINIFORMES,,,,,
Puntio barb,11,1.40014E+11,Puntius puntio,CYPRINIDAE,CYPRINIFORMES,,,,,
Pool barb,11,1.40014E+11,Puntius sophore,CYPRINIDAE,CYPRINIFORMES,,,,,
Asian barbs NEI,11,1400141310XX,Puntius spp,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Rectoris posehensis,CYPRINIDAE,CYPRINIFORMES,,,,,
Vatani rohtee,11,1.40014E+11,Rohtee ogilbii,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Rohteichthys microlepis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Sanagia velifera,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Sawbwa resplendens,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Scaphognathops bandanensis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Schismatorhynchos heterorhynchos,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Schizocypris brucei,CYPRINIDAE,CYPRINIFORMES,,,,,
Sattar snowtrout,11,1.40014E+11,Schizopyge curvifrons,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Schizopygopsis extrema,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Schizopygopsis pylzovi,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Schizopygopsis stolickai,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Schizothorax cryptolepis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Schizothorax davidi,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Schizothorax esocinus,CYPRINIDAE,CYPRINIFORMES,,,,,
Blunt- nosed snowtrout,11,1.40014E+11,Schizothorax molesworthi,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Schizothorax plagiostomus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Schizothorax prenanti,CYPRINIDAE,CYPRINIFORMES,,,,,
Dinnawah snowtrout,11,1.40014E+11,Schizothorax progastus,CYPRINIDAE,CYPRINIFORMES,,,,,
Common snowtrout,11,1.40014E+11,Schizothorax richardsonii,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Schizothorax taliensis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Schizothorax yunnanensis,CYPRINIDAE,CYPRINIFORMES,,,,,
Snowtrouts NEI,11,1400141354XX,Schizothorax spp,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Semilabeo notabilis,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Sikukia gudgeri,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Sinocyclocheilus anatirostris,CYPRINIDAE,CYPRINIFORMES,,,,,
Golden-line barbel,11,1.40014E+11,Sinocyclocheilus grahami,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Spinibarbichthys denticulatus,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Spinibarbus sinensis,CYPRINIDAE,CYPRINIFORMES,,,,,
Spanner barb,11,1.40014E+11,Striuntius lateristriga,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Systomus orphoides,CYPRINIDAE,CYPRINIFORMES,,,,,
Olive barb,11,1.40014E+11,Systomus sarana,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Tariqilabeo latius,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Thynnichthys sandkhol,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Thynnichthys thynnoides,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Thynnichthys vaillanti,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Tor khudree,CYPRINIDAE,CYPRINIFORMES,,,,,
Putitor mahseer,11,1.40014E+11,Tor putitora,CYPRINIDAE,CYPRINIFORMES,,,,,
Semah mahseer,11,1.40014E+11,Tor tambra,CYPRINIDAE,CYPRINIFORMES,,,,,
Thai mahseer,11,1.40014E+11,Tor tambroides,CYPRINIDAE,CYPRINIFORMES,,,,,
Tor barb,11,1.40014E+11,Tor tor,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Typhlobarbus nudiventris,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40014E+11,Xenobarbus loveridgei,CYPRINIDAE,CYPRINIFORMES,,,,,
Cyprinids NEI,11,1400141XXXXX,Cyprinidae,CYPRINIDAE,CYPRINIFORMES,,,,,
NA,11,1.40015E+11,Sundadanio axelrodi,SUNDADANIONIDAE,CYPRINIFORMES,,,,,
Attentive carplet,11,1.40016E+11,Amblypharyngodon melettinus,DANIONIDAE,CYPRINIFORMES,,,,,
NA,11,1.40016E+11,Amblypharyngodon microlepis,DANIONIDAE,CYPRINIFORMES,,,,,
Mola carplet,11,1.40016E+11,Amblypharyngodon mola,DANIONIDAE,CYPRINIFORMES,,,,,
NA,11,1.40016E+11,Barilius barila,DANIONIDAE,CYPRINIFORMES,,,,,
NA,11,1.40016E+11,Barilius vagra,DANIONIDAE,CYPRINIFORMES,,,,,
NA,11,1.40016E+11,Bengala elanga,DANIONIDAE,CYPRINIFORMES,,,,,
NA,11,1.40016E+11,Boraras brigittae,DANIONIDAE,CYPRINIFORMES,,,,,
